"","V1","V2"
"1",0.0680730840052256,0.101288527208736
"2",0.0680214426910633,0.101288625207594
"3",0.0681077180520849,0.101283618496746
"4",0.0681798241467622,0.101283108209367
"5",0.0681067322833923,0.101287990785696
"6",0.0678531506111662,0.101601320728545
"7",0.067866399565975,0.101438956338401
"8",0.067856437657481,0.101514441806588
"9",0.0678724696959848,0.101438812988488
"10",0.0682620516850648,0.101263965421936
"11",0.0683070289242089,0.101258878513404
"12",0.0683860501121493,0.10125695386151
"13",0.0679837356493612,0.101347094269422
"14",0.067973313287052,0.101347425779671
"15",0.0678991898318484,0.101420417919095
"16",0.0689162518037639,0.101256424336037
"17",0.0691315096497233,0.101255324369637
"18",0.0693862069268148,0.101253242766059
"19",0.0693818940607254,0.10125503446663
"20",0.0694496801286893,0.101251688746985
"21",0.0682378942066579,0.101283092874371
"22",0.0685963503311767,0.101256610753364
"23",0.0685579164348366,0.101256782041099
